,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
10,69087,10,0,"*that woman.” “What woman?” “That Russell woman. Something very queer about her, and so I’ve always said. But Roger wouldn’t hear a word against her. Said she was a woman of great force of character, and that he admired and respected her. He was always going on about her rectitude*","*_I_ think there’s something fishy about her. She was certainly doing her best to marry Roger. But I soon put a stop to that. She’s always hated me. Naturally. _I_ saw through her.” I began to wonder if there was any chance of stemming Mrs. Ackroyd’s eloquence, and getting away.*",24,79,62,0
11,69087,11,0,"*But Poirot went past me with outstretched hands. “No,” he said, “that is not quite right, I think. It is not Ursula Bourne, is it, my child—but Ursula Paton? Mrs. Ralph Paton.” For a moment or two the girl looked mutely at Poirot. Then, her reserve breaking down completely, she*","*Caroline pushed past me, and putting her arm round the girl, patted her on the shoulder. “There, there, my dear,” she said soothingly, “it will be all right. You’ll see—everything will be all right.” Buried under curiosity and scandal-mongering there is a lot of kindness in Caroline. For the moment,*",33,94,62,0
12,69087,12,0,"*Then home—and an alibi—since you had timed the dictaphone for half-past nine.” “My dear Poirot,” I said in a voice that sounded strange and forced to my own ears, “you’ve been brooding over this case too long. What on earth had I to gain by murdering Ackroyd?” “Safety. It was*","*Who could have had a better knowledge of what killed Mr. Ferrars than the doctor who was attending him? When you spoke to me that first day in the garden, you mentioned a legacy received about a year ago. I have been unable to discover any trace of a legacy.*",89,144,62,0
13,69087,13,0,"*All the party from Fernly were there. After it was over, Poirot, who had also been present, took me by the arm, and invited me to accompany him back to The Larches. He was looking very grave, and I feared that my indiscretion of the night before had got round*","*But it soon transpired that his thoughts were occupied by something of a totally different nature. “See you,” he said. “We must act. With your help I propose to examine a witness. We will question him, we will put such fear into him that the truth is bound to come*",21,74,62,1
14,69087,14,0,"*Clearly a retired hairdresser. Who knows the secrets of human nature better than a hairdresser? “Also, I had a friend—a friend who for many years never left my side. Occasionally of an imbecility to make one afraid, nevertheless he was very dear to me. Figure to yourself that I miss*","*His _naïveté_, his honest outlook, the pleasure of delighting and surprising him by my superior gifts—all these I miss more than I can tell you.” “He died?” I asked sympathetically. “Not so. He lives and flourishes—but on the other side of the world. He is now in the Argentine.” “In*",44,97,62,1
15,69087,15,0,"*It was almost out.” “Ah!” said Poirot. The exclamation sounded almost triumphant. He went on:— “Look round you, my good Parker. Is this room exactly as it was then?” The butler’s eye swept round. It came to rest on the windows. “The curtains were drawn, sir, and the electric light*","*Poirot nodded approval. “Anything else?” “Yes, sir, this chair was drawn out a little more.” He indicated a big grandfather chair to the left of the door between it and the window. I append a plan of the room with the chair in question marked with an X. “Just show*",53,105,62,1
16,69087,16,0,"*“That is what I seek to arrive at. Would any man use such a phrase in _talking_ to another? Impossible that that should be part of a real conversation. Now, if he had been dictating a letter——” “You mean he was reading a letter aloud,” said Raymond slowly. “Even so,*","*We have no evidence that there was any one else in the room. No other voice but Mr. Ackroyd’s was heard, remember.” “Surely a man wouldn’t read letters of that type aloud to himself—not unless he was—well—going balmy.” “You have all forgotten one thing,” said Poirot softly: “the stranger who*",22,82,62,0
17,69087,17,0,"*If Caroline ever adopts a crest, I should certainly suggest a mongoose rampant. One might omit the first part of the motto. Caroline can do any amount of finding out by sitting placidly at home. I don’t know how she manages it, but there it is. I suspect that the*","*When she goes out, it is not to gather in information, but to spread it. At that, too, she is amazingly expert. It was really this last named trait of hers which was causing me these pangs of indecision. Whatever I told Caroline now concerning the demise of Mrs. Ferrars*",0,58,62,1
18,69087,18,0,"*Without answering the first question, Miss Russell moved to an adjacent bureau, opened one of the drawers, and took out a handful of letters clipped together with a patent fastener. She selected one and handed it to the inspector. “H’m,” said he. “Reads all right. Mrs. Richard Folliott, Marby Grange,*","*“Quite good county people,” said Miss Russell. “Well,” said the inspector, handing it back, “let’s have a look at the other one, Elsie Dale.” Elsie Dale was a big fair girl, with a pleasant but slightly stupid face. She answered our questions readily enough, and showed much distress and concern*",98,152,62,0
19,69087,19,0,"*My sister’s nose, which is long and thin, quivered a little at the tip, as it always does when she is interested or excited over anything. “Well?” she demanded. “A bad business. Nothing to be done. Must have died in her sleep.” “I know,” said my sister again. This time*","*“You can’t know,” I snapped. “I didn’t know myself until I got there, and I haven’t mentioned it to a soul yet. If that girl Annie knows, she must be a clairvoyant.” “It wasn’t Annie who told me. It was the milkman. He had it from the Ferrars’ cook.” As*",99,152,62,0
20,69087,20,0,"*“I’m afraid not,” I said regretfully. “It was a dark night, you see, and the fellow had his coat collar well pulled up and his hat squashed down over his eyes.” “H’m,” said the inspector. “Looked as though he wanted to conceal his face. Sure it was no one you*","*I replied in the negative, but not as decidedly as I might have done. I remembered my impression that the stranger’s voice was not unfamiliar to me. I explained this rather haltingly to the inspector. “It was a rough, uneducated voice, you say?” I agreed, but it occurred to me*",18,69,62,1
21,69087,21,0,"*“Did he tell you if the dancer was really a Grand Duchess?” I inquired. “He was not at liberty to speak,” said Caroline importantly. I wondered how far Poirot had strained the truth in talking to Caroline—probably not at all. He had conveyed his innuendoes by means of his eyebrows*","*“And after all this,” I remarked, “I suppose you were ready to eat out of his hand.” “Don’t be coarse, James. I don’t know where you get these vulgar expressions from.” “Probably from my only link with the outside world—my patients. Unfortunately my practice does not lie amongst Royal princes*",25,78,62,1
22,69087,22,0,"*“I beg your pardon, sir?” “Your master. Mr. Ackroyd. Don’t stand there staring at me, man. Have you notified the police?” “The police, sir? Did you say the police?” Parker stared at me as though I were a ghost. “What’s the matter with you, Parker? If, as you say, your*","*“The master? Murdered? Impossible, sir!” It was my turn to stare. “Didn’t you telephone to me, not five minutes ago, and tell me that Mr. Ackroyd had been found murdered?” “Me, sir? Oh! no indeed, sir. I wouldn’t dream of doing such a thing.” “Do you mean to say it’s*",139,198,62,1
23,69087,23,0,"*I think she would have liked to have accompanied me. Poirot greeted me hospitably. He had placed a bottle of Irish whisky (which I detest) on a small table, with a soda water siphon and a glass. He himself was engaged in brewing hot chocolate. It was a favorite beverage*","*He inquired politely after my sister, whom he declared to be a most interesting woman. “I’m afraid you’ve been giving her a swelled head,” I said dryly. “What about Sunday afternoon?” He laughed and twinkled. “I always like to employ the expert,” he remarked obscurely, but he refused to explain*",102,157,62,0
24,69087,24,0,"*“Mademoiselle, the other day, when we sat round the table, I implored you to be frank with me. What one does not tell to Papa Poirot he finds out. It was that, was it not? See, I will make it easy for you. You took the money, did you not?”*","*There was a silence which lasted for at least a minute. Then Flora drew herself up and spoke. “M. Poirot is right. I took that money. I stole. I am a thief—yes, a common, vulgar little thief. Now you know! I am glad it has come out. It’s been a*",69,124,62,0
25,69087,25,0,"*“Good. I need also all those in the house—that is to say: Mrs. Ackroyd, Mademoiselle Flora, Major Blunt, M. Raymond. I want you to be my ambassador. This little reunion is fixed for nine o’clock. You will ask them—yes?” “With pleasure; but why not ask them yourself?” “Because they will*","*They will demand what my idea is. And, as you know, my friend, I much dislike to have to explain my little ideas until the time comes.” I smiled a little. “My friend Hastings, he of whom I told you, used to say of me that I was the human*",9,66,62,0
26,69087,26,0,"*“Miss Ganett drop in to tea?” Miss Ganett is one of the chief of our newsmongers. “Guess again,” said Caroline with intense complacency. I guessed several times, working slowly through all the members of Caroline’s Intelligence Corps. My sister received each guess with a triumphant shake of the head. In*","*Poirot!” she said. “Now what do you think of that?” I thought a good many things of it, but I was careful not to say them to Caroline. “Why did he come?” I asked. “To see me, of course. He said that knowing my brother so well, he hoped he*",80,138,62,0
27,69087,27,0,"*They were saying too that Mr. Ackroyd had found out about it, and had broken off the engagement—because there _was_ an engagement. She, Miss Ganett, had proof positive of that. Of course _I_ must know all about it—doctors always did—but they never tell? And all this with a sharp beady*","*Fortunately long association with Caroline has led me to preserve an impassive countenance, and to be ready with small non-committal remarks. On this occasion I congratulated Miss Ganett on not joining in ill-natured gossip. Rather a neat counterattack, I thought. It left her in difficulties, and before she could pull*",0,61,62,1
28,69087,28,0,"*“That is what he says, yes.” “And as to Hector Blunt——” “I will tell you something as to the good Major Blunt,” interrupted Poirot. “It is my business to make inquiries. I make them. _Eh bien_—that legacy of which he speaks, I have discovered that the amount of it was*","*What do you think of that?” I was so taken aback that I could hardly speak. “It’s impossible,” I said at last. “A well-known man like Hector Blunt.” Poirot shrugged his shoulders. “Who knows? At least he is a man with big ideas. I confess that I hardly see him*",91,146,62,1
29,69087,29,0,"*The inspector heard me to the end. “Was the dagger in its place when you were looking over the contents?” he asked. “I don’t know,” I said. “I can’t say I remember noticing it—but, of course, it may have been there all the time.” “We’d better get hold of the*","*A few minutes later Miss Russell, summoned by Parker, entered the room. “I don’t think I went near the silver table,” she said, when the inspector had posed his question. “I was looking to see that all the flowers were fresh. Oh! yes, I remember now. The silver table was*",81,139,62,0
30,69087,30,0,"*I inquired sarcastically. “He didn’t mention it. Why?” “Nothing,” I said. “I thought it was always done. It is in detective fiction anyway. The super detective always has his rooms littered with rubies and pearls and emeralds from grateful Royal clients.” “It’s very interesting to hear about these things from*","*It would be—to Caroline. I could not but admire the ingenuity of M. Hercule Poirot, who had selected unerringly the case of all others that would most appeal to an elderly maiden lady living in a small village. “Did he tell you if the dancer was really a Grand Duchess?”*",33,89,62,1
31,69087,31,0,"*Then I learnt that Ralph Paton had been seen coming up the path which led to the summer-house at twenty-five minutes past nine, and I also heard of a certain conversation which had taken place in the wood near the village that very afternoon—a conversation between Ralph Paton and some*","*So I had my facts succeeding each other in a neat and orderly manner. A secret marriage, an engagement announced on the day of the tragedy, the stormy interview in the wood, and the meeting arranged for the summer-house that night. “Incidentally this proved to me one thing, that both*",0,52,62,1
32,69087,32,0,"*What’s this room—the billiard room? Come in here and sit down.” Flora sat down composedly on the wide divan which ran the length of the wall, and looked up at the inspector. “I don’t quite understand. What has been stolen? What do you want me to tell you?” “It’s just*","*Parker here says you came out of your uncle’s study at about a quarter to ten. Is that right?” “Quite right. I had been to say good-night to him.” “And the time is correct?” “Well, it must have been about then. I can’t say exactly. It might have been later.”*",39,92,62,1
33,69087,33,0,"*After all, the wretched vegetable hadn’t hit me. But I sincerely hoped that throwing large vegetables over walls was not our new friend’s hobby. Such a habit could hardly endear him to us as a neighbor. The strange little man seemed to read my thoughts. “Ah! no,” he exclaimed. “Do*","*It is not with me a habit. But can you figure to yourself, monsieur, that a man may work towards a certain object, may labor and toil to attain a certain kind of leisure and occupation, and then find that, after all, he yearns for the old busy days, and*",67,120,62,0
34,69087,34,0,"*“It said so in the paper.” “He is not at Liverpool,” said Poirot shortly. “In fact,” I remarked, “no one knows where he is.” “Excepting Hercule Poirot, eh?” said Raymond. Poirot replied seriously to the other’s banter. “Me, I know everything. Remember that.” Geoffrey Raymond lifted his eyebrows. “Everything?” He*","*“Do you mean to say you can really guess where Ralph Paton is hiding?” I asked incredulously. “You call it guessing. I call it knowing, my friend.” “In Cranchester?” I hazarded. “No,” replied Poirot gravely, “not in Cranchester.” He said no more, but at a gesture from him the assembled*",116,172,62,1
35,69087,35,0,"*That was it, depend upon it.” “Ye-es,” I said rather doubtfully. “Anyway, we can find out the truth about the telephone call from the exchange. If it was put through from here, I don’t see how any one else but Parker could have sent it. Depend upon it, he’s our*","*But keep it dark—we don’t want to alarm him just yet, till we’ve got all the evidence. I’ll see to it he doesn’t give us the slip. To all appearances we’ll be concentrating on your mysterious stranger.” He rose from where he had been sitting astride the chair belonging to*",81,132,62,1
36,69087,36,0,"*Wait a day or two.” “To-morrow,” said Flora, in a clear voice. “It’s no good, mother, going on like this. Whatever else I am, I’m not disloyal to my friends.” “M. Poirot,” Mrs. Ackroyd appealed tearfully, “can’t you say anything at all?” “Nothing to be said,” interpolated Blunt. “She’s doing*","*I’ll stand by her through thick and thin.” Flora held out her hand to him. “Thank you, Major Blunt,” she said. “Mademoiselle,” said Poirot, “will you let an old man congratulate you on your courage and your loyalty? And will you not misunderstand me if I ask you—ask you most*",41,94,62,1
37,69087,37,0,"*It occurred to me that he might have so insulted her—in such an unforgivable manner—that without knowing what she was doing——” He stopped. Ursula released her hand from his, and stepped back. “You thought that, Ralph! You actually thought that I might have done it?” “Let us get back to*","*“Dr. Sheppard consented to do what he could to help him. He was successful in hiding Captain Paton from the police.” “Where?” asked Raymond. “In his own house?” “Ah, no, indeed,” said Poirot. “You should ask yourself the question that I did. If the good doctor is concealing the young*",137,196,62,0
38,69087,38,0,"*“Well, my friend,” he said quietly, “and what do you think of it all?” “I don’t know what to think,” I said frankly. “What was the point? Why not go straight to Inspector Raglan with the truth instead of giving the guilty person this elaborate warning?” Poirot sat down and*","*He smoked for a minute or two in silence. Then:— “Use your little gray cells,” he said. “There is always a reason behind my actions.” I hesitated for a moment, and then I said slowly: “The first one that occurs to me is that you yourself do not know who*",141,199,62,1
39,69087,39,0,"*I had no cases of special interest to attend, which was, perhaps, as well, for my thoughts returned again and again to the mystery of Mrs. Ferrars’s death. Had she taken her own life? Surely, if she had done so, she would have left some word behind to say what*","*Women, in my experience, if they once reach the determination to commit suicide, usually wish to reveal the state of mind that led to the fatal action. They covet the limelight. When had I last seen her? Not for over a week. Her manner then had been normal enough considering—well—considering*",105,158,62,1
40,69087,40,0,"*“M. Poirot will know what to think. He understands me much better than you do.” I went into the workshop. Poirot was sitting by the window. The manuscript lay neatly piled on a chair beside him. He laid his hand on it and spoke. “_Eh bien_,” he said, “I congratulate*","*“Oh!” I said, rather taken aback. “And on your reticence,” he added. I said “Oh!” again. “Not so did Hastings write,” continued my friend. “On every page, many, many times was the word ‘I.’ What _he_ thought—what _he_ did. But you—you have kept your personality in the background; only once*",106,159,62,1
41,69087,41,0,"*“To make a confusing case even more confusing.” “Well,” said the inspector, “I’ll look into it. What gave you the idea in the first place?” “When you were so kind as to show me the dagger and draw attention to the fingerprints. I know very little of loops and whorls—see,*","*But it did occur to me that the position of the prints was somewhat awkward. Not so would I have held a dagger in order to strike. Naturally, with the right hand brought up over the shoulder backwards, it would have been difficult to put it in exactly the right*",124,179,62,0
42,69087,42,0,"*“Much the same, thank you, doctor. I must be going now. Mrs. Ackroyd will be down in a moment. I—I only came in here to see if the flowers were all right.” She passed quickly out of the room. I strolled to the window, wondering at her evident desire to*","*As I did so, I saw what, of course, I might have known all the time had I troubled to give my mind to it, namely, that the windows were long French ones opening on the terrace. The sound I had heard, therefore, could not have been that of a*",5,61,62,1
43,69087,43,0,"*The murderer must have been a person who had the opportunity to purloin that dagger from the silver table. You might argue that any one in the house might have done so, but I will recall to you that Miss Ackroyd was very positive that the dagger was not there*","*“Let us recapitulate—now that all is clear. A person who was at the Three Boars earlier that day, a person who knew Ackroyd well enough to know that he had purchased a dictaphone, a person who was of a mechanical turn of mind, who had the opportunity to take the*",108,167,62,1
44,69087,44,0,"*Miss Ganett listened imperturbably and collected her counters. “Yes, dear, I know what you mean,” she said. “But it rather depends on what kind of a hand you have to start with, doesn’t it?” “You’ll never get the big hands if you don’t go for them,” urged Caroline. “Well, we*","*She looked down at her counters. “After all, I’m up, so far.” Caroline, who was considerably down, said nothing. East Wind passed, and we set to once more. Annie brought in the tea things. Caroline and Miss Ganett were both slightly ruffled as is often the case during one of*",85,146,62,0
45,69087,45,0,"*“The chains of habit. We work to attain an object, and the object gained, we find that what we miss is the daily toil. And mark you, monsieur, my work was interesting work. The most interesting work there is in the world.” “Yes?” I said encouragingly. For the moment the*","*“The study of human nature, monsieur!” “Just so,” I said kindly. Clearly a retired hairdresser. Who knows the secrets of human nature better than a hairdresser? “Also, I had a friend—a friend who for many years never left my side. Occasionally of an imbecility to make one afraid, nevertheless he*",17,74,62,0
46,69087,46,0,"*They say the listener hears no good of himself, but that is not the case this time. To spare my blushes, I must join you and apologize.” He hurried down the path with me close behind him, and joined the others by the pond. “This is M. Hercule Poirot,” said*","*“I expect you’ve heard of him.” Poirot bowed. “I know Major Blunt by reputation,” he said politely. “I am glad to have encountered you, monsieur. I am in need of some information that you can give me.” Blunt looked at him inquiringly. “When did you last see M. Ackroyd alive?”*",113,164,62,1
47,69087,47,0,"*I went across to it and opened it. There was no one there. “Nerves,” murmured Ackroyd to himself. He unfolded the thick sheets of paper, and read aloud in a low voice. “_My dear, my very dear Roger,—A life calls for a life. I see that—I saw it in your*","*So I am taking the only road open to me. I leave to you the punishment of the person who has made my life a hell upon earth for the last year. I would not tell you the name this afternoon, but I propose to write it to you now.*",37,90,62,0
48,69087,48,0,"*By the way, Clara—my maid, you know—is great friends with Elsie, the housemaid at Fernly, and what do you think Elsie told her? That there’s been a lot of money stolen, and it’s her opinion—Elsie’s—I mean, that the parlormaid had something to do with it. She’s leaving at the month,*","*If you ask me, the girl is very likely in league with a _gang_. She’s always been a queer girl—she’s not friends with any of the girls round here. She goes off by herself on her days out—very unnatural, I call it, and most suspicious. I asked her once to*",112,170,62,0
49,69087,49,0,"*“It—it’s such a lovely morning,” said Flora at last. “You know, I can’t help feeling happy, in spite—in spite of everything. That’s awful, I suppose?” “Quite natural,” said Blunt. “Never saw your uncle until two years ago, did you? Can’t be expected to grieve very much. Much better to have*","*“There’s something awfully consoling about you,” said Flora. “You make things so simple.” “Things are simple as a rule,” said the big game hunter. “Not always,” said Flora. Her voice had lowered itself, and I saw Blunt turn and look at her, bringing his eyes back from (apparently) the coast*",24,78,62,1
50,69087,50,0,"*What I really want to ask you is this, M. Raymond: Did any stranger come to see Mr. Ackroyd during this past week?” The secretary reflected for a minute or two, knitting his brows, and during the pause Parker appeared in answer to the bell. “No,” said Raymond at last.*","*Can you, Parker?” “I beg your pardon, sir?” “Any stranger coming to see Mr. Ackroyd this week?” The butler reflected for a minute or two. “There was the young man who came on Wednesday, sir,” he said at last. “From Curtis and Troute, I understood he was.” Raymond moved this*",141,196,62,1
51,69087,51,0,"*She half stretched out her hand, and he took it in both of his, patting it as though she were a very small child, and she turned to him as though something in his stolid, rocklike demeanor promised comfort and safety. “It’s bad news, Flora,” he said quietly. “Bad news*","*“It will be a shock to you. Bound to be. Poor Roger’s dead.” Flora drew away from him, her eyes dilating with horror. “When?” she whispered. “When?” “Very soon after you left him, I’m afraid,” said Blunt gravely. Flora raised her hand to her throat, gave a little cry, and*",0,58,62,1
52,69087,52,0,"*“To-night, at my house, I desire to have a little conference. You will attend, will you not?” “Certainly,” I said. “Good. I need also all those in the house—that is to say: Mrs. Ackroyd, Mademoiselle Flora, Major Blunt, M. Raymond. I want you to be my ambassador. This little reunion*","*but why not ask them yourself?” “Because they will then put the questions: Why? What for? They will demand what my idea is. And, as you know, my friend, I much dislike to have to explain my little ideas until the time comes.” I smiled a little. “My friend Hastings,*",77,138,62,1
53,69087,53,0,"*“When you were so kind as to show me the dagger and draw attention to the fingerprints. I know very little of loops and whorls—see, I confess my ignorance frankly. But it did occur to me that the position of the prints was somewhat awkward. Not so would I have*","*Naturally, with the right hand brought up over the shoulder backwards, it would have been difficult to put it in exactly the right position.” Inspector Raglan stared at the little man. Poirot, with an air of great unconcern, flecked a speck of dust from his coat sleeve. “Well,” said the*",30,87,62,0
54,69087,54,0,"*“I have not seen him about here before?” “No, he has not been here for some time. But he is the son—adopted son, rather—of Mr. Ackroyd of Fernly Park.” My neighbor made a slight gesture of impatience. “Of course, I should have guessed. Mr. Ackroyd spoke of him many times.”*","*“Mr. Ackroyd knew me in London—when I was at work there. I have asked him to say nothing of my profession down here.” “I see,” I said, rather amused by this patent snobbery, as I thought it. But the little man went on with an almost grandiloquent smirk. “One prefers*",66,124,62,0
55,69087,55,0,"*Flora paused a few minutes before replying. “I do not like it,” she said at last, “but I will do what you say.” She sat down again at the table. “And now, messieurs et mesdames,” said Poirot rapidly, “I will continue with what I was about to say. Understand this,*","*The truth, however ugly in itself, is always curious and beautiful to the seeker after it. I am much aged, my powers may not be what they were.” Here he clearly expected a contradiction. “In all probability this is the last case I shall ever investigate. But Hercule Poirot does*",73,130,62,0
56,69087,56,0,"*I had no idea that he was expected to dinner that night.” She paused. “Go on,” said Poirot. “You went out to meet him at ten minutes past nine. What did you say to each other?” “It’s difficult. You see——” “Mademoiselle,” said Poirot, interrupting her, “in this matter I must*","*What you tell us need never go beyond these four walls. Dr. Sheppard will be discreet, and so shall I. See, I will help you. This Charles Kent, he is your son, is he not?” She nodded. The color had flamed into her cheeks. “No one has ever known. It*",27,81,62,1
57,69087,57,0,"*“Of course it wasn’t,” I said hastily. “You must forgive my unfortunate way of putting things.” “You see, men are so peculiar. In dear Roger’s place, I should not have objected to revealing the provisions of my will. But men are so secretive. One is forced to adopt little subterfuges*","*“That’s just what I’m telling you. As I got to the bottom drawer, Bourne came in. Most awkward. Of course I shut the drawer and stood up, and I called her attention to a few specks of dust on the surface. But I didn’t like the way she looked—quite respectful*",135,196,62,1
58,69087,58,0,"*| |LODGE -----------------+ +---+-------------- ] The inspector took in the position at a glance. We went through into the large hall and he locked the door behind him, slipping the key into his pocket. Then he gave the constable some low-voiced instructions, and the latter prepared to depart. “We must*","*“But first of all, I must have a word with Miss Ackroyd. She was the last person to see her uncle alive. Does she know yet?” Raymond shook his head. “Well, no need to tell her for another five minutes. She can answer my questions better without being upset by*",3,62,62,0
59,69087,59,0,"*That same evening Ursula met Ralph by appointment in the small summer-house, stealing out from the house by the side door in order to do so. Their interview was made up of reproaches on both sides. Ralph charged Ursula with having irretrievably ruined his prospects by her ill-timed revelation. Ursula*","*They parted at last. A little over half an hour later came the discovery of Roger Ackroyd’s body. Since that night Ursula had neither seen nor heard from Ralph. As the story unfolded itself, I realized more and more what a damning series of facts it was. Alive, Ackroyd could*",59,114,62,1
60,69087,60,0,"*“He has stood by me through thick and thin. He did what he thought was the best. I see now, from what M. Poirot has told me, that it was not really the best. I should have come forward and faced the music. You see, in the home, we never*","*“Dr. Sheppard has been a model of discretion,” said Poirot dryly. “But me, I discover all the little secrets. It is my business.” “Now we can have your story of what happened that night,” said Raymond impatiently. “You know it already,” said Ralph. “There’s very little for me to add.*",76,137,62,1
61,69087,61,0,"*“Stabbed from be’ind,” he murmured. “’Orrible!” He wiped his moist brow with his handkerchief, then stretched out a hand gingerly towards the hilt of the dagger. “You mustn’t touch that,” I said sharply. “Go at once to the telephone and ring up the police station. Inform them of what has*","*Then tell Mr. Raymond and Major Blunt.” “Very good, sir.” Parker hurried away, still wiping his perspiring brow. I did what little had to be done. I was careful not to disturb the position of the body, and not to handle the dagger at all. No object was to be*",113,164,62,1
62,69087,62,0,"*“Without much success,” I reminded her. “Poor boy, and so they’ve caught him. I consider, James, that it’s your duty to see that he isn’t hung.” “What do you expect me to do?” “Why, you’re a medical man, aren’t you? You’ve known him from a boy upwards. Not mentally responsible.*","*I read only the other day that they’re very happy in Broadmoor—it’s quite like a high-class club.” But Caroline’s words had reminded me of something. “I never knew that Poirot had an imbecile nephew?” I said curiously. “Didn’t you? Oh, he told me all about it. Poor lad. It’s a*",85,141,62,1
63,69087,63,0,"*Somebody very like Caroline must have invented the questions on passports, I think. “My dear Caroline,” I said. “There’s no doubt at all about what the man’s profession has been. He’s a retired hairdresser. Look at that mustache of his.” Caroline dissented. She said that if the man was a*","*All hairdressers did. I cited several hairdressers personally known to me who had straight hair, but Caroline refused to be convinced. “I can’t make him out at all,” she said in an aggrieved voice. “I borrowed some garden tools the other day, and he was most polite, but I couldn’t*",118,175,62,0
