,book_idx,excerpt_idx,segment_idx,segment_1,segment_2,seg1_pos,seg2_pos,distance_bin,present_seg1_first
27,69087,27,0,"*She said she must be getting back, and I saw her out at the surgery door just as the luncheon*","*She said that if the man was a hairdresser, he would have wavy hair—not straight. All hairdressers did. I cited*",1015,1629,625,1
28,69087,28,0,"*“That is true enough,” said Poirot. “But——” Ursula held out the newspaper cutting in a puzzled fashion. “Ah! that,” said*","*Ursula shook her head. “I can’t remember.” “A pity! But how should you? Now, madame,” he smiled at her, his*",2042,2112,625,0
29,69087,29,0,"*Blunt ignored my well-meant efforts. He spoke to Poirot. “D’you really think——” he began, and stopped. He is one of*","*Our way back to the village was punctuated by his complaints. “This alters everything, this does. I don’t know whether*",1262,1472,625,0
30,69087,30,0,*She knows the value of being direct on certain occasions. Any hints would certainly have been wasted on Caroline. “You*,"*I countered. “I went there this morning,” said Flora. “I heard from the servants that Ralph was staying there——” I*",1403,1621,625,1
31,69087,31,0,*I’ve been afraid of this coming all the time. And I tell you I didn’t—I didn’t kill him.” His voice*,"*And Mr. Ackroyd’s wanting not to be disturbed, and shutting himself up with the doctor the way he did. It’s*",668,743,625,1
32,69087,32,0,"*“We all——” “I meant you personally,” said Blunt, with directness. Flora turned slowly back again and met his eyes. “I*",*He told us about the will. Uncle Roger has left me twenty thousand pounds. Think of it—twenty thousand beautiful pounds.”*,1396,1684,625,0
33,69087,33,0,*He was so plainly delighted with himself that any words of ours would have been quite superfluous. We arrived back*,*Take the matter of Mademoiselle Flora. The inspector was surprised—but you—you were not.” “I never dreamed of her being the*,1702,2239,625,1
34,69087,34,0,"*For instance, if M. Poirot comes in this afternoon, as he said he might do, I shall not dream of*","*I queried. “Very early,” said Caroline. “Before the milk came. I just happened to be looking out of the window—the*",158,193,625,1
35,69087,35,0,*. . . . . . . . . . . . PATH . . . . . .. LAWN*,"*“But first of all, I must have a word with Miss Ackroyd. She was the last person to see her*",1468,1573,625,1
36,69087,36,0,*That’s what my life has been. I don’t like to speak ill of the dead—but there it is. Not the*,"*“Of course it wasn’t,” I said hastily. “You must forgive my unfortunate way of putting things.” “You see, men are*",190,739,625,1
37,69087,37,0,*A young man should marry to please himself—not to please a stepfather from whom he has expectations.” My ideas were*,"*She began without preamble. “I met Mr. Ackroyd.” “Yes?” I said. “I stopped him, of course, but he seemed in*",911,1120,625,0
38,69087,38,0,*I asked apprehensively. “I want you to introduce the name of Mrs. Ferrars.” “Yes?” “Speak of her in a natural*,*I went on:— “I suppose you’d met her before.” “Last time I was here—she and her husband had just come*,1013,1215,625,1
39,69087,39,0,"*Parker will get them. Bring in the doctor’s bag, will you, Parker?” “Very good, sir.” Parker withdrew. As I was*","*I waited a minute, and then he went on. “You understand, Sheppard, I’m telling you this in confidence. It’s to*",1231,1709,625,1
40,69087,40,0,*I had guessed beforehand that it might do so. I was beginning to understand Poirot’s methods. Every little irrelevancy had*,"*So easily acted on by suggestion. You, of course, know all about hypnosis and that sort of thing. The inspector*",301,864,625,1
41,69087,41,0,"*I exclaimed. “In one year!” “Mrs. Ferrars was a very wealthy woman,” said Poirot dryly. “And the penalty for murder*","*What do you think of that?” I was so taken aback that I could hardly speak. “It’s impossible,” I said*",2087,2356,625,1
42,69087,42,0,"*“Really, Caroline,” I said, and retired into my surgery. Ten minutes later Caroline tapped at the door and entered. In*",*Poirot? I promised it to him. He has never tasted any home-made medlar jelly.” “Why can’t Annie go?” I asked*,1585,1635,625,0
43,69087,43,0,"*We all said Yes. “As M. Poirot was going out the other day, he stopped and looked at it, and*","*“He doesn’t give himself away. But they’re wonderful fellows, these foreign detectives. Up to all sorts of dodges, I believe.”*",277,787,625,0
44,69087,44,0,*“That is my little idea—yes.” “But those stairs only lead to Mr. Ackroyd’s bedroom.” “Precisely.” And still the inspector stared.*,"*Figure to yourself then what happens. She has taken the money, she descends the little staircase. When she is half-way*",2200,2329,625,1
45,69087,45,0,*“What about?” Mrs. Ackroyd cast a very shrewd glance at me. It quite threw me off my balance. “I was*,*They were things a man wouldn’t understand. He would have said the things weren’t necessary. And of course they mounted*,817,1194,625,1
46,69087,46,0,*Mr. Ackroyd did not make up his mind to purchase.” Poirot turned to the butler. “Can you describe this young*,*And tennis in the summer time.” “He does not attend the courses—I should say the running of the horses?” “Race*,1698,1935,625,0
47,69087,47,0,*Poirot solved a baffling murder mystery that threatened to involve them both. Prince Paul was beside himself with gratitude.” “Did*,*It is in detective fiction anyway. The super detective always has his rooms littered with rubies and pearls and emeralds*,2079,2129,625,1
48,69087,48,0,"*I had no patience with what I thought was her silly fear of unpleasantness. “If there’s an inquest, I—I shan’t*","*Now, as to the question of money, have you all you need for the present? I mean,” he added, as*",1860,1950,625,1
49,69087,49,0,"*“How is it,” I asked, “that you told us that Mr. Ackroyd sent for you on Friday to his study?*","*I said no more. She opened the front door for me. Just as I was passing out, she said suddenly*",1690,1745,625,0
50,69087,50,0,*.. . . . . SUMMER . +---+ HOUSE . | |LODGE -----------------+ +---+-------------- ] The inspector took in the*,*The curtains were drawn.” “Exactly. And your uncle seemed quite as usual?” “I think so.” “Do you mind telling us*,155,519,625,1
51,69087,51,0,"*Colonel Melrose took a key from his pocket, and unlocking the door which led into the lobby, he ushered us*","*As precisely as possible, I described Ackroyd’s position. The arm-chair still stood in front of the fire. Poirot went and*",2364,2411,625,1
52,69087,52,0,*I was silent for a minute or two. Then I made up my mind what to say. Roger Ackroyd was*,*“Who by?” I asked sharply. “His wife.” “How do you know that?” “She told me so herself.” “When?” “Yesterday! My*,1856,1945,625,0
53,69087,53,0,*We are concerned now with the personality of the person who was with him at nine-thirty last night. Everything goes*,"*Colonel Melrose went in search of Raymond, and I rang the bell once more for Parker. Colonel Melrose returned almost*",559,1092,625,0
54,69087,54,0,"*Oh! no indeed, sir. I wouldn’t dream of doing such a thing.” “Do you mean to say it’s all a*","*Parker, the butler at Fernly, speaking. Will you please come at once, sir. Mr. Ackroyd has been murdered._’” Parker and*",704,755,625,1
55,69087,55,0,*They covet the limelight. When had I last seen her? Not for over a week. Her manner then had been*,*I was still thinking of it when I came face to face with Roger Ackroyd. “Sheppard!” he exclaimed. “Just the*,1721,1880,625,1
56,69087,56,0,"*“She told me so herself.” “When?” “Yesterday! My God! yesterday! It seems ten years ago.” I waited a minute, and*",*I said. “I’m still in the dark. How did Mrs. Ferrars come to make this confession to you?” “It’s like*,2342,2409,625,1
57,69087,57,0,"*“Precisely.” And still the inspector stared. “You think she’d been up to her uncle’s bedroom? Well, why not? Why should*","*“Ah! that is just the question. It depends on what she was doing there, does it not?” “You mean—the money?*",1103,1127,625,1
58,69087,58,0,"*He did not find him there; but supposing, I said to myself, that he met him in the street on*","*It must necessarily be somewhere near at hand. I think of Cranchester. A hotel? No. Lodgings? Even more emphatically, no.*",1468,1806,625,0
59,69087,59,0,*Had his big reputation been built up on a series of lucky chances? I think the same thought must have*,"*“The cells?” said the inspector, staring. “The little gray cells of the brain,” explained the Belgian. “Oh, of course; well,*",610,885,625,0
60,69087,60,0,"*The police don’t suspect Ralph in the least, remember. They’re working on quite another tack.” “But that’s just _it_,” cried*","*She looked at me, nodding her head gravely. “You’re not sure,” she said. “I am. I know Ralph better than*",2058,2212,625,0
61,69087,61,0,*“What came to you?” “His meaning. Of course Ralph is in Cranchester.” It was at that moment that I knocked*,"*“That’s exactly it,” cried Caroline triumphantly. “It seems quite clear by now that he didn’t get away from here by*",1135,1189,625,0
62,69087,62,0,"*“Ah! we never took that very seriously, did we, my friend? It was patently an excuse, trumped up in a*","*said Poirot, with an air of polite interest. “Oh, it’s of no consequence, really. But, as a matter of fact,*",161,594,625,0
63,69087,63,0,"*Will you not trust me—and tell me where Ralph Paton is hiding?” The girl rose, and stood facing him. “M.*","*There was a long silence. Poirot looked to each in turn. “I beg of you,” he said in a low*",1549,1684,625,1
64,69087,64,0,"*“Is what you said true?” “That Charles Kent is suspected of the crime? Yes, that is true. You alone can*","*“Straight out the same way he came, by the path that joined the drive just inside the lodge gates.” Poirot*",364,969,625,1
65,69087,65,0,*That was for a reason. I did not want to tell him all that I knew—at least I did not*,*But I still believed him to be on entirely the wrong tack. When the door shut behind the last of*,1738,2035,625,1
66,69087,66,0,"*“Yes.” Poirot sat down and looked at me, tilting his egg-shaped head on one side, with the air of one*","*It upset Inspector Raglan very much indeed, poor man.” “Ah! _pour ça, oui_! The poor man must rearrange all his*",649,993,625,0
67,69087,67,0,*“Then I fail to understand you. Surely you are running the risk of letting the murderer escape by thus putting*,*That was difficult. I could only get at it by judging its _result_. Which was—that the murder was discovered that*,1600,1854,625,0
68,69087,68,0,"*That there’s nothing the matter with Mr. Ackroyd?” “Excuse me, sir, did the person telephoning use my name?” “I’ll give*","*‘_Is that Dr. Sheppard? Parker, the butler at Fernly, speaking. Will you please come at once, sir. Mr. Ackroyd has*",251,277,625,0
69,69087,69,0,"*Major Blunt was walking up and down the terrace, so I had to go round through the bushes to avoid*",*What did you do when you got back to the house?” “I went up to my room.” “And stayed there*,166,295,625,1
70,69087,70,0,"*no,” he held up his hand in protest, “I know the reason you will give—but it is not enough. We*","*A dictaphone. That’s what you think?” Poirot nodded. “Mr. Ackroyd had promised to invest in a dictaphone, you remember. Me,*",1987,2274,625,1
71,69087,71,0,"*“I’m afraid there isn’t. There’s _curare_, of course.” I told her a good deal about curare, but she seemed to*",*“Then why is he staying at the Three Boars instead of at Fernly Park?” I did not for a minute*,379,547,625,1
72,69087,72,0,"*“To the best of my recollection, Miss Flora,” said Parker, “but I fancy you used the word evening instead of*",*It is the private opinion of both Caroline and myself that Colonel Carter has never been in the Shanghai Club*,69,664,625,0
73,69087,73,0,"*Without waiting for an answer, he hurried off. “Nice young fellow that,” said the inspector. “Something honest and ingenuous about*","*I agreed. In the two years that Geoffrey Raymond has been secretary to Ackroyd, I have never seen him ruffled*",2321,2342,625,1
74,69087,74,0,*The desire for money grows. He must have more—and more! He is intoxicated by the gold mine which has opened*,"*In a reckless moment (which they will afterwards regret, _bien entendu_) they fling safety to the winds and turn at*",1253,1362,625,0
75,69087,75,0,"*The window may have been left open after his departure and so afforded entrance to the murderer, or the same*","*Raymond, this chair was pulled out—so—last night when Mr. Ackroyd was found killed. Some one moved it back again into*",933,1544,625,0
76,69087,76,0,*This business of Ralph’s is the last straw. But we won’t talk about that now. It’s the other—the other——! I*,*“His wife.” “How do you know that?” “She told me so herself.” “When?” “Yesterday! My God! yesterday! It seems ten*,2085,2293,625,0
77,69087,77,0,"*“I was surprised _you_ hadn’t told him.” “I took very good care not to,” I said. “I’m fond of that*",*I dropped into my chair again. “Did Poirot ask you any more questions?” I inquired. “Only about the patients you*,131,289,625,1
78,69087,78,0,*“He ought to have known you better.” “Then he went on to tell me that Ralph and Flora are engaged.”*,*I proposed to make my way to the Three Boars. It seemed likely that Ralph Paton would have returned there*,245,861,625,1
79,69087,79,0,"*You identify it positively?” “Absolutely. No doubt whatever.” “Where was this—er—curio usually kept? Can you tell me that, sir?” It*","*I exclaimed. The others looked at me. “Yes, doctor?” said the inspector encouragingly. “It’s nothing.” “Yes, doctor?” said the inspector*",1236,1269,625,0
80,69087,80,0,"*“Nothing whatever,” said Poirot mildly. “A little idea of mine, that was all. Me, I am famous for my little*","*And nodding his head at them in a sage manner, he walked out into the street. He and I lunched*",1616,1710,625,0
81,69087,81,0,"*asked Geoffrey Raymond, his irresponsible laugh ringing out. His idea was, I think, to loosen the tension, but Mrs. Ackroyd*","*“It’s no good, mother, going on like this. Whatever else I am, I’m not disloyal to my friends.” “M. Poirot,”*",1383,1765,625,0
82,69087,82,0,"*“All my excuses for having deranged you.” “Not at all, not at all.” “The word derange,” I remarked, when we*","*A simple visit to the dentist, _c’est tout_. My tooth, it aches. I go there. My tooth, it is at*",680,1240,625,0
83,69087,83,0,"*Ralph Paton’s boots were black, not brown.” I was watching him closely as I gave the message, and I fancied*","*“Absolutely.” “Ah!” said Poirot regretfully. “That is a pity.” And he seemed quite crestfallen. He entered into no explanations, but*",2103,2145,625,1
84,69087,84,0,*And now we come to the second fact—the chair pulled out from the wall. Inspector Raglan dismissed that as of*,"*But I soon abandoned that supposition, for though the chair was a grandfather with a high back, it obscured very*",893,1011,625,1
85,69087,85,0,"*But I will tell you _my_ idea, and you’ll see that I’m right.” “What’s your idea?” Caroline dropped her voice*","*But you’ve no imagination whatever.” “Having endowed you with a treble portion, there was none left over for me,” I*",2125,2306,625,0
86,69087,86,0,*I was not married....” “So you took the name of the county as a surname for him. I understand.” “I*,*“Ought I——” she hesitated. “Ought I to tell all this to Inspector Raglan?” “It may come to that. But let*,19,380,625,0
87,69087,87,0,*She has just time to rush down to the study door—with her hand on the handle to show that she*,"*_Eh bien!_ there it is. She is bound to stick to her story, or else confess everything. And a young*",93,248,625,0
88,69087,88,0,*A martyrdom—a long martyrdom. That’s what my life has been. I don’t like to speak ill of the dead—but there*,*One is forced to adopt little subterfuges in self-defence.” “And the result of the little subterfuge?” I asked. “That’s just*,1859,2455,625,1
89,69087,89,0,"*“Only one of them, doctor. Only one of them.” “The last?” I hazarded. “I find Miss Russell a study of*","*Did it strike you that he had an American accent?” “Yes, I think he had,” I said, after a minute*",1003,1620,625,0
90,69087,90,0,"*“Nonsense,” said Caroline. “I have always said ‘_Chow_.’” “In the Shanghai Club,” said Colonel Carter, “they say ‘_Chow_.’” Miss Ganett*","*(“Was that a Bamboo you discarded, dear? Oh! no, I see now—it was a Circle.) As I was saying, if*",273,390,625,0
91,69087,91,0,"*“Well?” he said sharply. “If you’ll excuse me, sir, Miss Flora saw him after that.” “Miss Flora?” “Yes, sir. About*",*. . . . . . . . . . PATH . . . . . .. LAWN . .*,142,650,625,0
92,69087,92,0,"*If you have not—so much the worse for you, my friend.” When Parker had departed, Poirot picked up his overcoat*",*All sorts of theories are flying about.” “Ah! And yet it is so simple. The true explanation leapt to the*,1978,2202,625,1
93,69087,93,0,"*I inquired. “He was not at liberty to speak,” said Caroline importantly. I wondered how far Poirot had strained the*",*I was able to set M. Poirot right upon several points. He was very grateful to me. He said I*,1401,1574,625,0
94,69087,94,0,*“In Cranchester? But why in Cranchester?” I enlightened him with a touch of malice. “One of our ample staff of*,"*Who is left? Only Ralph and Flora! And say what you will, I don’t believe Ralph Paton is a murderer.*",445,937,625,1
95,69087,95,0,"*“Well, no matter. I have still my little idea.” As I was returning from my round the following morning, I*","*“Jump in, inspector,” I said, opening the door of the car. “We’ll go up to The Larches together, and acquaint*",382,759,625,1
96,69087,96,0,"*asked Flora. This time the laughter was more apparent, but Blunt was following out an idea of his own. “Remember*","*Blunt looked surprised. “Does it mean so much to you?” “Mean much to me? Why, it’s everything. Freedom—life—no more scheming*",904,1478,625,1
97,69087,97,0,"*There are family matters sometimes—nothing to do with the question of the murder. But if the girl was spiteful, she*",*“Those dreadful bills. And some I didn’t like to show Roger at all. They were things a man wouldn’t understand.*,1933,2188,625,0
98,69087,98,0,*“Not at all. Even you must have noticed how different she has been looking lately. It’s been coming on for*,"*“An unfortunate love affair, I suppose?” My sister shook her head. “_Remorse_,” she said, with great gusto. “Remorse?” “Yes. You*",198,245,625,0
99,69087,99,0,"*We accept his presence, therefore, and we can be fairly sure of two things about him—that he was a stranger*","*“You bewilder me,” I said. “To me it grows clearer. But tell me now your own ideas and theories.” I*",284,791,625,0
100,69087,100,0,*All along I realized that we had only your statement for it that the study window was ever fastened. Ackroyd*,*I have been unable to discover any trace of a legacy. You had to invent some way of accounting for*,2172,2476,625,0
101,69087,101,0,*He suddenly became dangerous. “I who speak to you—I know the murderer of Mr. Ackroyd is in this room now.*,*But I still believed him to be on entirely the wrong tack. When the door shut behind the last of*,2072,2332,625,1
102,69087,102,0,*She hissed in the most approved style—aided by the fortunate number of s’s at her disposal. “_Miss Russell!_” She sat*,"*She was after something else.” “What?” I asked. Caroline had to admit that she didn’t know. “But depend upon it,*",2258,2333,625,1
103,69087,103,0,*“What time was that?” “It must have been between twenty and twenty-five minutes past nine. It was not yet half-past*,"*Caroline leaned back triumphantly in her chair. “Do you really think so?” I said absently. “You are very dull to-day,*",261,885,625,0
104,69087,104,0,"*Five Characters.” “Chow,” said Miss Ganett. “What an extraordinary idea? I wonder if you can be right.” “Talking of poisons,”*","*East Wind passed, and we started a new hand in silence. “What I was going to tell you just now*",1580,1707,625,0
105,69087,105,0,"*“He wants to know whether Ralph Paton’s boots were black or brown,” said Caroline with tremendous solemnity. I stared at*","*Poirot came in practically the minute after he left.” “Came in here?” “No, to his own house.” “How do you*",1390,1794,625,1
106,69087,106,0,"*If you ask me, the girl is very likely in league with a _gang_. She’s always been a queer girl—she’s*","*Poirot has the same idea,” said Miss Ganett thoughtfully. “It’s a curious coincidence, but I was out for a walk*",1489,2085,625,1
107,69087,107,0,"*He actually said he thought I must have made a mistake. I! A mistake!” “Ridiculous,” I said. “He ought to*","*Rapidly my sister ran over a list of maidens living in the neighborhood, with profuse reasons for and against. When*",991,1591,625,1
108,69087,108,0,"*This fellow doesn’t seem out after kudos, does he? Would work in with us unobtrusively, eh?” “To the greater glory*","*“The blue letter you speak of, where was it when you left the room?” “Mr. Ackroyd had laid it down*",419,907,625,1
109,69087,109,0,"*My place at table was between Mrs. Ackroyd and Flora. Blunt was on Mrs. Ackroyd’s other side, and Geoffrey Raymond*","*The door’s closed too, isn’t it?” “Yes. Nobody can overhear; don’t be uneasy.” “Sheppard, nobody knows what I’ve gone through*",641,1134,625,0
110,69087,0,0,"*For answer, the little man rose and crossed the room to where newspapers were filed. He brought me a copy*","*“I think it was before—no, afterwards. Yes, I’m almost sure it was afterwards.” “That widens the field to three,” said*",1387,2182,833,1
111,69087,1,0,"*“It is a theory that,” admitted Poirot. “Decidedly you have cells of a kind. But it leaves a good deal*","*She gave me her bony hand, and indicated a chair drawn up to the bedside. “Well, Mrs. Ackroyd,” I said,*",146,902,833,0
112,69087,2,0,*Miss Russell pursed up her lips. “It was none of my doing. I understand Mr. Ackroyd found fault with her*,"*I left the house with Poirot. “I wonder,” I said, breaking the silence, “what the papers the girl disarranged could*",1219,1874,833,0
113,69087,3,0,*The first question that’s always asked is ‘Who last saw the deceased alive?’ And the person who did is regarded*,"*“What an extraordinary idea? I wonder if you can be right.” “Talking of poisons,” said the colonel. “Eh—what? Haven’t I*",495,1165,833,1
114,69087,4,0,*| | ROOM | ROOM | . | | | | . |___/ _+___/ __/ _+_/ +__________+ . | |*,"*She started up. “What is it? You’re hiding something from me?” Moving in his usual unobtrusive manner, Hector Blunt came*",291,938,833,0
115,69087,5,0,"*I can see you are all against me, but I do think it is very odd that Ralph has not*",*Caroline saw me depart with visible reluctance. I think she would have liked to have accompanied me. Poirot greeted me*,249,891,833,1
116,69087,6,0,"*“I comprehend,” said Mr. Porrott. “You speculated?” I nodded mournfully, but in spite of myself I felt secretly entertained. This*","*His good looks?” “No, not that alone—though he is unusually good-looking for an Englishman—what your lady novelists would call a*",1640,2291,833,1
117,69087,7,0,"*“Parker telephoning,” I shouted to Caroline, “from Fernly. They’ve just found Roger Ackroyd murdered.” I got out the car in*","*At the third blow it gave, and we staggered into the room. Ackroyd was sitting as I had left him*",202,918,833,0
118,69087,8,0,"*Thus enjoined, I plunged into a careful narrative, embodying all the facts I have previously set down. Poirot listened carefully,*","*“To the greater glory of Inspector Raglan,” I said solemnly. “Well, well,” said Colonel Melrose breezily in a louder voice,*",339,1095,833,1
119,69087,9,0,"*I admire enormously your English police. If Inspector Raglan permits me to assist him, I shall be both honored and*",*Both you and Parker could see it at once?” “Yes.” Poirot went next to the window. “The electric light was*,1572,2245,833,1
120,69087,10,0,"*no indeed, sir. I wouldn’t dream of doing such a thing.” “Do you mean to say it’s all a hoax?*","*Where’s the doctor?” He appeared impetuously in the doorway, then stopped dead, his face very white. A hand put him*",1111,1855,833,1
121,69087,11,0,"*“What I like about you,” said Flora, with a touch of malice, “is your cheery conversation.” I fancy that at*","*Blunt had a stick in his hand, and he thrust it into the pond, poking at something. “What are you*",1150,1945,833,1
122,69087,12,0,"*“I can’t help thinking you’re mistaken, inspector,” said Colonel Melrose warmly. “I’ve known Ralph Paton from a boy upward. He’d*","*“The bell rang, sir,” he said hesitatingly. “Come in, Parker,” said Colonel Melrose. “This gentleman wants to ask you something.”*",908,1575,833,1
123,69087,13,0,"*“Me, I know everything. Remember that.” Geoffrey Raymond lifted his eyebrows. “Everything?” He whistled. “Whew! that’s a tall order.” “Do*","*A secret marriage, an engagement announced on the day of the tragedy, the stormy interview in the wood, and the*",180,967,833,1
124,69087,14,0,"*“I’m glad I’m cleared from suspicion,” laughed Raymond. “I’ll be off now.” “So that is that,” I remarked, as the*","*Mademoiselle was—where?” “Here,” said Flora, taking up her stand just outside the study door. “Quite right, sir,” said Parker. “I*",150,915,833,0
125,69087,15,0,"*“Aren’t you going across?” “Across where?” “To The Larches, of course.” “My dear Caroline,” I said, “what for?” “Mr. Raymond*","*“How did you know?” I asked, somewhat surprised. For answer, the little man rose and crossed the room to where*",1153,1901,833,1
126,69087,16,0,*And I was very uneasy. All sorts of forebodings assailed me. Ackroyd spoke again almost immediately. “Make certain that window’s*,*“Who was the man?” Suddenly before my eyes there arose the picture of Ralph Paton and Mrs. Ferrars side by*,1485,2214,833,0
127,69087,17,0,*I would then have registered any amount of surprise and awe. I think the inspector was annoyed with me for*,"*A few minutes later as I came out of the billiard room with Raymond, the latter gave a low chuckle*",1419,2231,833,0
128,69087,18,0,"*“Reminds me of the Afghan passes.” “Indeed?” I said politely. “Very mysterious business this about poor Ackroyd,” continued the colonel,*","*Three Characters. But I’m keeping it to myself for the present.” “Are you, dear?” said Miss Ganett. “Chow—I mean Pung.”*",846,1651,833,0
129,69087,19,0,"*Ralph had persuaded her into that, somewhat against her will. He had declared that his stepfather would not hear of*",*A little over half an hour later came the discovery of Roger Ackroyd’s body. Since that night Ursula had neither*,568,1210,833,0
